0.0000 3.16430 4.74193
10.0000 3.19614 5.14400
20.0000 2.96557 5.08881
30.0000 3.02044 4.69288
40.0000 3.01734 4.62380
50.0000 2.88198 4.41043
60.0000 3.07338 3.98456
70.0000 2.47791 4.28177
80.0000 2.89727 4.69726
90.0000 2.90497 4.76899
100.0000 2.74675 3.90463
110.0000 2.53857 4.04227
120.0000 2.02628 3.73563
130.0000 1.58254 3.62684
140.0000 2.00077 3.68073
150.0000 2.16486 3.76556
160.0000 2.62612 4.45341
170.0000 2.76554 4.64262
180.0000 2.67183 5.27200
190.0000 3.13436 5.90371
200.0000 3.31260 6.13890
210.0000 3.52364 6.51446
220.0000 3.30639 6.08020
230.0000 3.68221 6.46827
240.0000 3.85115 7.24880
250.0000 3.86703 7.06989
260.0000 4.10111 7.05235
270.0000 4.21205 7.31174
280.0000 4.06193 7.53744
290.0000 4.14706 7.46072
300.0000 4.07786 8.07282
310.0000 3.93086 7.89118
320.0000 3.87869 7.79167
330.0000 3.42695 7.24405
340.0000 3.85810 7.19826
350.0000 4.00851 6.76471
360.0000 3.91399 7.20950
370.0000 3.82152 7.12615
380.0000 4.06848 6.73451
390.0000 4.08829 6.79333
400.0000 4.33900 6.92648
410.0000 4.85170 6.98636
420.0000 5.19273 6.61906
430.0000 5.87670 6.87912
440.0000 5.77244 6.89263
450.0000 5.77489 6.89711
460.0000 5.90603 6.76453
470.0000 5.61242 6.70799
480.0000 5.71175 6.27041
490.0000 5.34294 5.95408
500.0000 5.48156 5.81714
510.0000 5.57485 5.64373
520.0000 5.53821 5.68177
530.0000 6.19074 5.59220
540.0000 6.14306 6.07895
550.0000 6.39256 6.67562
560.0000 6.66833 6.99201
570.0000 6.49076 7.97953
580.0000 6.19126 7.65375
590.0000 5.91200 7.95092
600.0000 5.89126 7.47800
610.0000 5.60262 7.38076
620.0000 5.84002 6.83744
630.0000 4.96446 7.12198
640.0000 4.61472 7.02236
650.0000 4.38748 7.35562
660.0000 4.73730 7.71014
670.0000 4.79699 8.20875
680.0000 4.32155 8.03225
690.0000 3.89544 8.26285
700.0000 3.87785 8.42470
710.0000 4.32700 8.12428
720.0000 4.71633 8.02555
730.0000 4.71715 7.65871
740.0000 4.55162 7.78974
750.0000 4.79358 7.81701
760.0000 4.76654 7.46494
770.0000 4.37064 7.40457
780.0000 3.82263 6.82836
790.0000 4.03621 6.74080
800.0000 4.14781 6.60068
810.0000 4.34002 6.67061
820.0000 4.14283 6.55359
830.0000 4.41873 5.90159
840.0000 3.98824 6.15247
850.0000 4.04875 6.14499
860.0000 3.45078 5.51929
870.0000 3.83770 5.46141
880.0000 3.65551 5.34176
890.0000 3.36054 6.17297
900.0000 3.38293 6.31704
910.0000 3.69872 6.71027
920.0000 3.52281 6.94935
930.0000 4.04295 6.73753
940.0000 3.93027 7.29227
950.0000 4.40767 7.43468
960.0000 3.96008 8.27460
970.0000 3.99722 8.09872
980.0000 3.90650 8.03753
990.0000 3.83183 7.93241
1000.0000 3.67930 8.02859
1010.0000 4.42076 8.35531
1020.0000 4.25011 8.91165
1030.0000 4.27803 9.69669
1040.0000 4.23708 9.76717
1050.0000 4.12998 10.46187
1060.0000 4.45054 10.29213
1070.0000 4.45581 10.49180
1080.0000 4.38559 10.17553
1090.0000 4.65702 9.36715
1100.0000 4.67454 9.43783
1110.0000 4.33956 9.77150
1120.0000 4.42787 8.87569
1130.0000 4.56131 8.52023
1140.0000 4.32262 8.13713
1150.0000 4.20959 8.64701
1160.0000 4.53795 8.38404
1170.0000 4.56830 8.80185
1180.0000 4.08807 8.84932
1190.0000 4.19113 8.95759
1200.0000 4.11931 9.52291
1210.0000 4.59674 9.74495
1220.0000 4.24408 9.44576
1230.0000 3.67235 9.15085
1240.0000 3.60808 8.84331
1250.0000 3.81352 8.67134
1260.0000 3.74312 8.29203
1270.0000 3.28582 8.57650
1280.0000 3.45288 8.58585
1290.0000 3.74637 9.40375
1300.0000 3.41213 9.69965
1310.0000 3.46165 9.93675
1320.0000 4.26977 10.24350
1330.0000 4.14941 9.65715
1340.0000 3.78275 9.39278
1350.0000 3.99098 9.27576
1360.0000 3.90592 9.31871
1370.0000 3.85399 9.10661
1380.0000 3.85140 9.53463
1390.0000 3.87432 9.49582
1400.0000 3.86027 8.83470
1410.0000 3.90721 8.51909
1420.0000 4.20610 8.03821
1430.0000 4.01780 7.80018
1440.0000 4.14974 7.99437
1450.0000 4.53989 8.36514
1460.0000 4.51053 8.14531
1470.0000 4.77636 8.31073
1480.0000 5.34113 8.17264
1490.0000 5.01095 7.99520
1500.0000 5.71187 8.43269
1510.0000 5.76939 8.12033
1520.0000 6.32273 8.07607
1530.0000 6.06685 7.98629
1540.0000 6.38304 8.09169
1550.0000 6.53189 8.16858
1560.0000 6.27626 7.68585
1570.0000 5.85427 7.16039
1580.0000 5.53874 6.91906
1590.0000 5.50109 7.34114
1600.0000 6.21996 7.50679
1610.0000 6.91771 7.38371
1620.0000 6.74987 7.54250
1630.0000 6.04849 7.33618
1640.0000 5.68115 6.49044
1650.0000 5.39442 6.56586
1660.0000 5.37537 6.56497
1670.0000 5.72714 6.45880
1680.0000 5.26765 6.69290
1690.0000 5.12404 6.50565
1700.0000 4.98495 5.66121
1710.0000 5.23351 5.75102
1720.0000 5.39711 5.36655
1730.0000 5.08144 5.69764
1740.0000 4.58680 5.58352
1750.0000 4.29770 5.17309
1760.0000 4.58633 4.92546
1770.0000 4.41573 5.68979
1780.0000 3.66795 5.81706
1790.0000 3.61346 5.48931
1800.0000 3.97770 5.01060
1810.0000 3.62405 5.59649
1820.0000 4.00175 5.77073
1830.0000 4.44472 5.63175
1840.0000 4.37416 6.25868
1850.0000 4.23708 6.15224
1860.0000 4.00730 5.94284
1870.0000 4.28992 6.47839
1880.0000 4.49054 6.49409
