      0.000    4.400
     10.000    4.410
     20.000    4.443
     30.000    4.379
     40.000    4.429
     50.000    4.349
     60.000    4.403
     70.000    4.463
     80.000    4.480
     90.000    4.337
    100.000    4.502
    110.000    4.468
    120.000    4.419
    130.000    4.605
    140.000    4.620
    150.000    4.546
    160.000    4.518
    170.000    4.431
    180.000    4.507
    190.000    4.504
    200.000    4.441
    210.000    4.484
    220.000    4.467
    230.000    4.382
    240.000    4.516
    250.000    4.636
    260.000    4.533
    270.000    4.648
    280.000    4.656
    290.000    4.696
    300.000    4.708
    310.000    4.583
    320.000    4.641
    330.000    4.553
    340.000    4.533
    350.000    4.438
    360.000    4.362
    370.000    4.250
    380.000    4.210
    390.000    4.233
    400.000    4.215
    410.000    4.261
    420.000    4.297
    430.000    4.360
    440.000    4.296
    450.000    4.287
    460.000    4.265
    470.000    4.291
    480.000    4.401
    490.000    4.511
    500.000    4.473
    510.000    4.492
    520.000    4.545
    530.000    4.428
    540.000    4.391
    550.000    4.257
    560.000    4.237
    570.000    4.264
    580.000    4.248
    590.000    4.286
    600.000    4.418
    610.000    4.597
    620.000    4.680
    630.000    4.612
    640.000    4.594
    650.000    4.546
    660.000    4.592
    670.000    4.628
    680.000    4.546
    690.000    4.640
    700.000    4.644
    710.000    4.593
    720.000    4.525
    730.000    4.611
    740.000    4.490
    750.000    4.544
    760.000    4.579
    770.000    4.433
    780.000    4.426
    790.000    4.485
    800.000    4.472
    810.000    4.578
    820.000    4.473
    830.000    4.506
    840.000    4.580
    850.000    4.536
    860.000    4.545
    870.000    4.511
    880.000    4.562
    890.000    4.603
    900.000    4.469
    910.000    4.557
    920.000    4.622
    930.000    4.564
    940.000    4.563
    950.000    4.617
    960.000    4.570
    970.000    4.550
    980.000    4.604
    990.000    4.660
   1000.000    4.595
